ar,aldur,eining,tegund,medaltal,tekjur
2019,25 - 54 ára,20,heildartekjur,10240.305523443658,5571.558337927803
2019,25 - 54 ára,30,heildartekjur,10240.305523443658,6725.076280078964
2019,25 - 54 ára,40,heildartekjur,10240.305523443658,7841.25491312003
2019,25 - 54 ára,50,heildartekjur,10240.305523443658,8957.433546161095
2019,25 - 54 ára,60,heildartekjur,10240.305523443658,10162.959811715604
2019,25 - 54 ára,70,heildartekjur,10240.305523443658,11541.847155281268
2019,25 - 54 ára,80,heildartekjur,10240.305523443658,13444.818373142201
2019,25 - 54 ára,90,heildartekjur,10240.305523443658,16970.71599053835
2019,25 - 54 ára,99,heildartekjur,10240.305523443658,35893.74442883312
2020,25 - 54 ára,10,heildartekjur,10296.869366720852,4184.359330866161
2020,25 - 54 ára,20,heildartekjur,10296.869366720852,5624.96150520527
2020,25 - 54 ára,30,heildartekjur,10296.869366720852,6763.439191136627
2020,25 - 54 ára,40,heildartekjur,10296.869366720852,7872.09342971443
2020,25 - 54 ára,50,heildartekjur,10296.869366720852,9004.087757525449
2020,25 - 54 ára,60,heildartekjur,10296.869366720852,10202.212338163916
2020,25 - 54 ára,70,heildartekjur,10296.869366720852,11625.957781390147
2020,25 - 54 ára,80,heildartekjur,10296.869366720852,13568.37187424342
2020,25 - 54 ára,90,heildartekjur,10296.869366720852,17046.045169992736
2020,25 - 54 ára,99,heildartekjur,10296.869366720852,35583.26270766322
2021,25 - 54 ára,10,heildartekjur,10473.252003443935,4315.436695586904
2021,25 - 54 ára,20,heildartekjur,10473.252003443935,5744.397465615823
2021,25 - 54 ára,30,heildartekjur,10473.252003443935,6845.603549903966
2021,25 - 54 ára,40,heildartekjur,10473.252003443935,7928.187208865928
2021,25 - 54 ára,50,heildartekjur,10473.252003443935,9046.774223458506
2021,25 - 54 ára,60,heildartekjur,10473.252003443935,10232.401969225333
2021,25 - 54 ára,70,heildartekjur,10473.252003443935,11621.634898558403
2021,25 - 54 ára,80,heildartekjur,10473.252003443935,13527.329756937545
2021,25 - 54 ára,90,heildartekjur,10473.252003443935,17002.274322802834
2021,25 - 54 ára,99,heildartekjur,10473.252003443935,37418.659955405434
2022,25 - 54 ára,10,heildartekjur,10512.012474012474,4363.671517671517
2022,25 - 54 ára,20,heildartekjur,10512.012474012474,5870.954954954955
2022,25 - 54 ára,30,heildartekjur,10512.012474012474,7022.909216909216
2022,25 - 54 ára,40,heildartekjur,10512.012474012474,8127.868329868329
2022,25 - 54 ára,50,heildartekjur,10512.012474012474,9215.634095634096
2022,25 - 54 ára,60,heildartekjur,10512.012474012474,10351.541233541233
2022,25 - 54 ára,70,heildartekjur,10512.012474012474,11674.282744282744
2022,25 - 54 ára,80,heildartekjur,10512.012474012474,13523.140679140679
2022,25 - 54 ára,90,heildartekjur,10512.012474012474,16970.979902979903
2022,25 - 54 ára,99,heildartekjur,10512.012474012474,37934.25502425502
2023,25 - 54 ára,10,heildartekjur,10609.969351890903,4393.676329724916
2023,25 - 54 ára,20,heildartekjur,10609.969351890903,6006.518168611462
2023,25 - 54 ára,30,heildartekjur,10609.969351890903,7170.294240592342
2023,25 - 54 ára,40,heildartekjur,10609.969351890903,8244.467988190636
2023,25 - 54 ára,50,heildartekjur,10609.969351890903,9317.587590796194
2023,25 - 54 ára,60,heildartekjur,10609.969351890903,10422.331543183842
2023,25 - 54 ára,70,heildartekjur,10609.969351890903,11751.608379024321
2023,25 - 54 ára,80,heildartekjur,10609.969351890903,13583.712376400017
2023,25 - 54 ára,90,heildartekjur,10609.969351890903,17053.957692487933
2023,25 - 54 ára,99,heildartekjur,10609.969351890903,37492.77495665214
1990,55 - 74 ára,10,heildartekjur,4911.441048034934,1632.8387343905615
1990,55 - 74 ára,20,heildartekjur,4911.441048034934,2309.238948900636
1990,55 - 74 ára,30,heildartekjur,4911.441048034934,2813.307898567379
1990,55 - 74 ára,40,heildartekjur,4911.441048034934,3313.068566613039
1990,55 - 74 ára,50,heildartekjur,4911.441048034934,3881.7617405960314
1990,55 - 74 ára,60,heildartekjur,4911.441048034934,4596.936489695855
1990,55 - 74 ára,70,heildartekjur,4911.441048034934,5510.29219336551
1990,55 - 74 ára,80,heildartekjur,4911.441048034934,6738.152455374243
1990,55 - 74 ára,90,heildartekjur,4911.441048034934,8935.376082126713
1990,55 - 74 ára,99,heildartekjur,4911.441048034934,20485.879108250974
1991,55 - 74 ára,10,heildartekjur,5114.655477253573,1734.4651855039717
1991,55 - 74 ára,20,heildartekjur,5114.655477253573,2428.2512597055606
1991,55 - 74 ára,30,heildartekjur,5114.655477253573,2936.489895457887
1991,55 - 74 ára,40,heildartekjur,5114.655477253573,3440.694891243925
1991,55 - 74 ára,50,heildartekjur,5114.655477253573,4033.6399662883064
1991,55 - 74 ára,60,heildartekjur,5114.655477253573,4767.762440152778
1991,55 - 74 ára,70,heildartekjur,5114.655477253573,5719.701472196818
1991,55 - 74 ára,80,heildartekjur,5114.655477253573,6982.230781645058
1991,55 - 74 ára,90,heildartekjur,5114.655477253573,9245.1028027327975
1991,55 - 74 ára,99,heildartekjur,5114.655477253573,21483.16646045152
1992,55 - 74 ára,10,heildartekjur,4950.902009486848,1699.4475549805952
1992,55 - 74 ára,20,heildartekjur,4950.902009486848,2378.4505735230705
1992,55 - 74 ára,30,heildartekjur,4950.902009486848,2882.852815868909
1992,55 - 74 ára,40,heildartekjur,4950.902009486848,3352.334902975421
1992,55 - 74 ára,50,heildartekjur,4950.902009486848,3907.177369555843
1992,55 - 74 ára,60,heildartekjur,4950.902009486848,4609.460491591203
1992,55 - 74 ára,70,heildartekjur,4950.902009486848,5470.824320827944
1992,55 - 74 ára,80,heildartekjur,4950.902009486848,6712.42984044847
1992,55 - 74 ára,90,heildartekjur,4950.902009486848,8858.07937904269
1992,55 - 74 ára,99,heildartekjur,4950.902009486848,21052.973592065548
1993,55 - 74 ára,10,heildartekjur,4808.885353485134,1684.9737827715353
1993,55 - 74 ára,20,heildartekjur,4808.885353485134,2355.9810413973682
1993,55 - 74 ára,30,heildartekjur,4808.885353485134,2810.7748500215434
1993,55 - 74 ára,40,heildartekjur,4808.885353485134,3261.8408405422424
1993,55 - 74 ára,50,heildartekjur,4808.885353485134,3776.2797388220474
1993,55 - 74 ára,60,heildartekjur,4808.885353485134,4428.647906930496
1993,55 - 74 ára,70,heildartekjur,4808.885353485134,5256.223525902356
1993,55 - 74 ára,80,heildartekjur,4808.885353485134,6482.675681946239
1993,55 - 74 ára,90,heildartekjur,4808.885353485134,8700.727453514965
1993,55 - 74 ára,99,heildartekjur,4808.885353485134,20663.29574757217
1994,55 - 74 ára,10,heildartekjur,4790.494467835112,1695.945167923235
1994,55 - 74 ára,20,heildartekjur,4790.494467835112,2338.34864062143
1994,55 - 74 ára,30,heildartekjur,4790.494467835112,2775.183002056203
1994,55 - 74 ára,40,heildartekjur,4790.494467835112,3223.029994451516
1994,55 - 74 ára,50,heildartekjur,4790.494467835112,3700.2440027416037
1994,55 - 74 ára,60,heildartekjur,4790.494467835112,4327.963967492411
1994,55 - 74 ára,70,heildartekjur,4790.494467835112,5172.265674467182
1994,55 - 74 ára,80,heildartekjur,4790.494467835112,6486.439635758347
1994,55 - 74 ára,90,heildartekjur,4790.494467835112,8758.712490616534
1994,55 - 74 ára,99,heildartekjur,4790.494467835112,20857.923039263682
1995,55 - 74 ára,10,heildartekjur,4932.792397097541,1783.8941758171195
1995,55 - 74 ára,20,heildartekjur,4932.792397097541,2408.6182495344506
1995,55 - 74 ára,30,heildartekjur,4932.792397097541,2852.786232582033
1995,55 - 74 ára,40,heildartekjur,4932.792397097541,3307.7875810698006
1995,55 - 74 ára,50,heildartekjur,4932.792397097541,3809.7335131317022
1995,55 - 74 ára,60,heildartekjur,4932.792397097541,4466.957683169589
1995,55 - 74 ára,70,heildartekjur,4932.792397097541,5376.960380145123
1995,55 - 74 ára,80,heildartekjur,4932.792397097541,6662.519745713736
1995,55 - 74 ára,90,heildartekjur,4932.792397097541,8988.082193540102
1995,55 - 74 ára,99,heildartekjur,4932.792397097541,21562.00834778142
1996,55 - 74 ára,10,heildartekjur,5205.467470484802,1854.0504898266765
1996,55 - 74 ára,20,heildartekjur,5205.467470484802,2489.724943481537
1996,55 - 74 ára,30,heildartekjur,5205.467470484802,2948.8231600100476
1996,55 - 74 ára,40,heildartekjur,5205.467470484802,3414.984426023612
1996,55 - 74 ára,50,heildartekjur,5205.467470484802,3951.7761868877164
1996,55 - 74 ára,60,heildartekjur,5205.467470484802,4665.144184878171
1996,55 - 74 ára,70,heildartekjur,5205.467470484802,5650.439588043205
1996,55 - 74 ára,80,heildartekjur,5205.467470484802,7055.986435568952
1996,55 - 74 ára,90,heildartekjur,5205.467470484802,9573.963576990705
1996,55 - 74 ára,99,heildartekjur,5205.467470484802,22757.145440844008
1997,55 - 74 ára,10,heildartekjur,5592.722067986921,1991.4531433154418
1997,55 - 74 ára,20,heildartekjur,5592.722067986921,2629.828366956629
1997,55 - 74 ára,30,heildartekjur,5592.722067986921,3129.426368067123
1997,55 - 74 ára,40,heildartekjur,5592.722067986921,3615.146646924548
1997,55 - 74 ára,50,heildartekjur,5592.722067986921,4194.54155099019
1997,55 - 74 ára,60,heildartekjur,5592.722067986921,5009.857733358011
1997,55 - 74 ára,70,heildartekjur,5592.722067986921,6081.911777407613
1997,55 - 74 ára,80,heildartekjur,5592.722067986921,7577.236350175828
1997,55 - 74 ára,90,heildartekjur,5592.722067986921,10359.719661916219
1997,55 - 74 ára,99,heildartekjur,5592.722067986921,24310.299956814113
1998,55 - 74 ára,10,heildartekjur,6095.239169661404,2138.620570440795
1998,55 - 74 ára,20,heildartekjur,6095.239169661404,2793.509166173861
1998,55 - 74 ára,30,heildartekjur,6095.239169661404,3329.017028309754
1998,55 - 74 ára,40,heildartekjur,6095.239169661404,3871.3466466511995
1998,55 - 74 ára,50,heildartekjur,6095.239169661404,4526.235242384266
1998,55 - 74 ára,60,heildartekjur,6095.239169661404,5450.583208236667
1998,55 - 74 ára,70,heildartekjur,6095.239169661404,6634.157909900074
1998,55 - 74 ára,80,heildartekjur,6095.239169661404,8267.968521129964
1998,55 - 74 ára,90,heildartekjur,6095.239169661404,11317.293545012053
1998,55 - 74 ára,99,heildartekjur,6095.239169661404,27825.943562449767
1999,55 - 74 ára,10,heildartekjur,6667.797588096182,2329.433746089102
1999,55 - 74 ára,20,heildartekjur,6667.797588096182,2990.266014483174
1999,55 - 74 ára,30,heildartekjur,6667.797588096182,3581.710894695868
1999,55 - 74 ára,40,heildartekjur,6667.797588096182,4150.026645514769
1999,55 - 74 ára,50,heildartekjur,6667.797588096182,4903.375431484011
1999,55 - 74 ára,60,heildartekjur,6667.797588096182,5914.44880212694
1999,55 - 74 ára,70,heildartekjur,6667.797588096182,7183.246757443558
1999,55 - 74 ára,80,heildartekjur,6667.797588096182,8993.927172843314
1999,55 - 74 ára,90,heildartekjur,6667.797588096182,12298.088514813671
1999,55 - 74 ára,99,heildartekjur,6667.797588096182,30170.297213531336
2000,55 - 74 ára,10,heildartekjur,6919.033482797636,2391.182779477294
2000,55 - 74 ára,20,heildartekjur,6919.033482797636,3104.452806995488
2000,55 - 74 ára,30,heildartekjur,6919.033482797636,3720.3159144561314
2000,55 - 74 ára,40,heildartekjur,6919.033482797636,4307.89959351297
2000,55 - 74 ára,50,heildartekjur,6919.033482797636,5102.865747531045
2000,55 - 74 ára,60,heildartekjur,6919.033482797636,6171.19970945257
2000,55 - 74 ára,70,heildartekjur,6919.033482797636,7512.901479277542
2000,55 - 74 ára,80,heildartekjur,6919.033482797636,9344.780008101803
2000,55 - 74 ára,90,heildartekjur,6919.033482797636,12719.458464289206
2000,55 - 74 ára,99,heildartekjur,6919.033482797636,31283.332132031457
2001,55 - 74 ára,10,heildartekjur,7649.348248516359,2563.565358962239
2001,55 - 74 ára,20,heildartekjur,7649.348248516359,3296.0126043800215
2001,55 - 74 ára,30,heildartekjur,7649.348248516359,3895.5561157502225
2001,55 - 74 ára,40,heildartekjur,7649.348248516359,4527.587206554277
2001,55 - 74 ára,50,heildartekjur,7649.348248516359,5384.077937083135
2001,55 - 74 ára,60,heildartekjur,7649.348248516359,6500.46930308282
2001,55 - 74 ára,70,heildartekjur,7649.348248516359,7870.854471928994
2001,55 - 74 ára,80,heildartekjur,7649.348248516359,9784.668242214168
2001,55 - 74 ára,90,heildartekjur,7649.348248516359,13254.93240901213
2001,55 - 74 ára,99,heildartekjur,7649.348248516359,33352.93041331862
2002,55 - 74 ára,10,heildartekjur,7663.5353981748485,2518.941462866559
2002,55 - 74 ára,20,heildartekjur,7663.5353981748485,3285.575821130294
2002,55 - 74 ára,30,heildartekjur,7663.5353981748485,3903.37640288129
2002,55 - 74 ára,40,heildartekjur,7663.5353981748485,4538.026091407312
2002,55 - 74 ára,50,heildartekjur,7663.5353981748485,5431.0287504837515
2002,55 - 74 ára,60,heildartekjur,7663.5353981748485,6582.384380110607
2002,55 - 74 ára,70,heildartekjur,7663.5353981748485,7935.929291037787
2002,55 - 74 ára,80,heildartekjur,7663.5353981748485,9834.261987690847
2002,55 - 74 ára,90,heildartekjur,7663.5353981748485,13395.039886146584
2002,55 - 74 ára,99,heildartekjur,7663.5353981748485,34122.249403892485
2003,55 - 74 ára,10,heildartekjur,8565.443127469329,2759.762112705344
2003,55 - 74 ára,20,heildartekjur,8565.443127469329,3552.196298606779
2003,55 - 74 ára,30,heildartekjur,8565.443127469329,4182.291536702017
2003,55 - 74 ára,40,heildartekjur,8565.443127469329,4842.653358286546
2003,55 - 74 ára,50,heildartekjur,8565.443127469329,5772.6629236847575
2003,55 - 74 ára,60,heildartekjur,8565.443127469329,6928.296111457683
2003,55 - 74 ára,70,heildartekjur,8565.443127469329,8353.577043044292
2003,55 - 74 ára,80,heildartekjur,8565.443127469329,10417.207735495944
2003,55 - 74 ára,90,heildartekjur,8565.443127469329,14079.464337700145
2003,55 - 74 ára,99,heildartekjur,8565.443127469329,36702.35974215013
2004,55 - 74 ára,10,heildartekjur,8872.173135531915,2907.5973294437126
2004,55 - 74 ára,20,heildartekjur,8872.173135531915,3742.5312414766317
2004,55 - 74 ára,30,heildartekjur,8872.173135531915,4404.076321937219
2004,55 - 74 ára,40,heildartekjur,8872.173135531915,5164.31966036975
2004,55 - 74 ára,50,heildartekjur,8872.173135531915,6223.325293203836
2004,55 - 74 ára,60,heildartekjur,8872.173135531915,7498.400085381904
2004,55 - 74 ára,70,heildartekjur,8872.173135531915,8997.54659836114
2004,55 - 74 ára,80,heildartekjur,8872.173135531915,11139.565548400866
2004,55 - 74 ára,90,heildartekjur,8872.173135531915,15343.577833908472
2004,55 - 74 ára,99,heildartekjur,8872.173135531915,43109.79856985306
2005,55 - 74 ára,10,heildartekjur,10156.180051990697,3008.3836366123955
2005,55 - 74 ára,20,heildartekjur,10156.180051990697,3890.6376613307793
2005,55 - 74 ára,30,heildartekjur,10156.180051990697,4580.539791125097
2005,55 - 74 ára,40,heildartekjur,10156.180051990697,5419.194052994026
2005,55 - 74 ára,50,heildartekjur,10156.180051990697,6588.693574132349
2005,55 - 74 ára,60,heildartekjur,10156.180051990697,7986.45067724723
2005,55 - 74 ára,70,heildartekjur,10156.180051990697,9635.547589729558
2005,55 - 74 ára,80,heildartekjur,10156.180051990697,11918.123409495143
2005,55 - 74 ára,90,heildartekjur,10156.180051990697,16257.582158982077
2005,55 - 74 ára,99,heildartekjur,10156.180051990697,59134.1018835226
2006,55 - 74 ára,10,heildartekjur,10759.017111830783,3118.3117752054804
2006,55 - 74 ára,20,heildartekjur,10759.017111830783,4053.564882803732
2006,55 - 74 ára,30,heildartekjur,10759.017111830783,4782.052521884118
2006,55 - 74 ára,40,heildartekjur,10759.017111830783,5765.390622160942
2006,55 - 74 ára,50,heildartekjur,10759.017111830783,7042.0471777770645
2006,55 - 74 ára,60,heildartekjur,10759.017111830783,8511.04370410748
2006,55 - 74 ára,70,heildartekjur,10759.017111830783,10244.507690170049
2006,55 - 74 ára,80,heildartekjur,10759.017111830783,12720.884813116576
2006,55 - 74 ára,90,heildartekjur,10759.017111830783,17801.064289607846
2006,55 - 74 ára,99,heildartekjur,10759.017111830783,66568.86386421692
2007,55 - 74 ára,10,heildartekjur,12688.726259142837,3524.0105390586054
2007,55 - 74 ára,20,heildartekjur,12688.726259142837,4423.319722078107
2007,55 - 74 ára,30,heildartekjur,12688.726259142837,5187.61811171809
2007,55 - 74 ára,40,heildartekjur,12688.726259142837,6253.974547563097
2007,55 - 74 ára,50,heildartekjur,12688.726259142837,7588.064251635284
2007,55 - 74 ára,60,heildartekjur,12688.726259142837,9109.79607531968
2007,55 - 74 ára,70,heildartekjur,12688.726259142837,10951.892493463953
2007,55 - 74 ára,80,heildartekjur,12688.726259142837,13574.3055309712
2007,55 - 74 ára,90,heildartekjur,12688.726259142837,18887.781161941384
2007,55 - 74 ára,99,heildartekjur,12688.726259142837,82647.20041505173
2008,55 - 74 ára,10,heildartekjur,10997.099753527802,3813.952601500501
2008,55 - 74 ára,20,heildartekjur,10997.099753527802,4664.882388523243
2008,55 - 74 ára,30,heildartekjur,10997.099753527802,5505.657882144759
2008,55 - 74 ára,40,heildartekjur,10997.099753527802,6567.796971913002
2008,55 - 74 ára,50,heildartekjur,10997.099753527802,7824.898494984786
2008,55 - 74 ára,60,heildartekjur,10997.099753527802,9240.406995115696
2008,55 - 74 ára,70,heildartekjur,10997.099753527802,10926.01969971922
2008,55 - 74 ára,80,heildartekjur,10997.099753527802,13503.179364950389
2008,55 - 74 ára,90,heildartekjur,10997.099753527802,18673.74556485469
2008,55 - 74 ára,99,heildartekjur,10997.099753527802,57706.849399167586
2009,55 - 74 ára,10,heildartekjur,9533.584433589656,3660.7658751269523
2009,55 - 74 ára,20,heildartekjur,9533.584433589656,4409.600103174219
2009,55 - 74 ára,30,heildartekjur,9533.584433589656,5100.413277232351
2009,55 - 74 ára,40,heildartekjur,9533.584433589656,5958.036981509245
2009,55 - 74 ára,50,heildartekjur,9533.584433589656,7029.613322371072
2009,55 - 74 ára,60,heildartekjur,9533.584433589656,8313.329141880673
2009,55 - 74 ára,70,heildartekjur,9533.584433589656,9845.447598781255
2009,55 - 74 ára,80,heildartekjur,9533.584433589656,12004.918701939352
2009,55 - 74 ára,90,heildartekjur,9533.584433589656,16189.687220905675
2009,55 - 74 ára,99,heildartekjur,9533.584433589656,43227.498379842335
2010,55 - 74 ára,10,heildartekjur,7812.634451531978,3272.3256390252855
2010,55 - 74 ára,20,heildartekjur,7812.634451531978,3927.8230462117385
2010,55 - 74 ára,30,heildartekjur,7812.634451531978,4514.501827971792
2010,55 - 74 ára,40,heildartekjur,7812.634451531978,5178.601563336545
2010,55 - 74 ára,50,heildartekjur,7812.634451531978,6112.814403499916
2010,55 - 74 ára,60,heildartekjur,7812.634451531978,7258.644516849464
2010,55 - 74 ára,70,heildartekjur,7812.634451531978,8598.88724702859
2010,55 - 74 ára,80,heildartekjur,7812.634451531978,10407.096630107231
2010,55 - 74 ára,90,heildartekjur,7812.634451531978,13648.453887690635
2010,55 - 74 ára,99,heildartekjur,7812.634451531978,31370.970400624108
2011,55 - 74 ára,10,heildartekjur,7955.021884927638,3450.649958818684
2011,55 - 74 ára,20,heildartekjur,7955.021884927638,4037.88904577009
2011,55 - 74 ára,30,heildartekjur,7955.021884927638,4608.586186610189
2011,55 - 74 ára,40,heildartekjur,7955.021884927638,5298.385339451699
2011,55 - 74 ára,50,heildartekjur,7955.021884927638,6237.967878573949
2011,55 - 74 ára,60,heildartekjur,7955.021884927638,7377.707965643016
2011,55 - 74 ára,70,heildartekjur,7955.021884927638,8734.147546770208
2011,55 - 74 ára,80,heildartekjur,7955.021884927638,10598.42487351453
2011,55 - 74 ára,90,heildartekjur,7955.021884927638,13964.710907165547
2011,55 - 74 ára,99,heildartekjur,7955.021884927638,31720.835863042706
2012,55 - 74 ára,10,heildartekjur,8075.445094625866,3393.731356222516
2012,55 - 74 ára,20,heildartekjur,8075.445094625866,4019.637324608318
2012,55 - 74 ára,30,heildartekjur,8075.445094625866,4614.090731768703
2012,55 - 74 ára,40,heildartekjur,8075.445094625866,5301.329194544069
2012,55 - 74 ára,50,heildartekjur,8075.445094625866,6254.34179967421
2012,55 - 74 ára,60,heildartekjur,8075.445094625866,7424.37707725973
2012,55 - 74 ára,70,heildartekjur,8075.445094625866,8798.854002810462
2012,55 - 74 ára,80,heildartekjur,8075.445094625866,10635.683578374827
2012,55 - 74 ára,90,heildartekjur,8075.445094625866,14056.149611638946
2012,55 - 74 ára,99,heildartekjur,8075.445094625866,33262.65612393996
2013,55 - 74 ára,10,heildartekjur,8299.969092426569,3400.534582559298
2013,55 - 74 ára,20,heildartekjur,8299.969092426569,4075.7965700131926
2013,55 - 74 ára,30,heildartekjur,8299.969092426569,4690.496944242523
2013,55 - 74 ára,40,heildartekjur,8299.969092426569,5414.208222276068
2013,55 - 74 ára,50,heildartekjur,8299.969092426569,6407.418679158926
2013,55 - 74 ára,60,heildartekjur,8299.969092426569,7592.912258029777
2013,55 - 74 ára,70,heildartekjur,8299.969092426569,8969.174918558007
2013,55 - 74 ára,80,heildartekjur,8299.969092426569,10873.83765447056
2013,55 - 74 ára,90,heildartekjur,8299.969092426569,14239.549309425734
2013,55 - 74 ára,99,heildartekjur,8299.969092426569,34627.61640147538
2014,55 - 74 ára,10,heildartekjur,8740.428491336379,3513.3822216066114
2014,55 - 74 ára,20,heildartekjur,8740.428491336379,4273.032431683717
2014,55 - 74 ára,30,heildartekjur,8740.428491336379,4916.954680069388
2014,55 - 74 ára,40,heildartekjur,8740.428491336379,5700.343959211402
2014,55 - 74 ára,50,heildartekjur,8740.428491336379,6721.123929002512
2014,55 - 74 ára,60,heildartekjur,8740.428491336379,7928.849067679785
2014,55 - 74 ára,70,heildartekjur,8740.428491336379,9310.166148894208
2014,55 - 74 ára,80,heildartekjur,8740.428491336379,11197.422139554517
2014,55 - 74 ára,90,heildartekjur,8740.428491336379,14676.67944938032
2014,55 - 74 ára,99,heildartekjur,8740.428491336379,35593.766679198736
2015,55 - 74 ára,10,heildartekjur,9175.041956272024,3642.2799810499123
2015,55 - 74 ára,20,heildartekjur,9175.041956272024,4436.428401767809
2015,55 - 74 ára,30,heildartekjur,9175.041956272024,5141.5270914860885
2015,55 - 74 ára,40,heildartekjur,9175.041956272024,6002.8277683676315
2015,55 - 74 ára,50,heildartekjur,9175.041956272024,7131.277638248025
2015,55 - 74 ára,60,heildartekjur,9175.041956272024,8429.067980193264
2015,55 - 74 ára,70,heildartekjur,9175.041956272024,9883.060309301767
2015,55 - 74 ára,80,heildartekjur,9175.041956272024,11935.583617260154
2015,55 - 74 ára,90,heildartekjur,9175.041956272024,15739.904912096255
2015,55 - 74 ára,99,heildartekjur,9175.041956272024,40278.215213285825
2016,55 - 74 ára,10,heildartekjur,9997.98959828978,3954.6965316996902
2016,55 - 74 ára,20,heildartekjur,9997.98959828978,4759.9904533997
2016,55 - 74 ára,30,heildartekjur,9997.98959828978,5529.397836699531
2016,55 - 74 ára,40,heildartekjur,9997.98959828978,6483.979758144284
2016,55 - 74 ára,50,heildartekjur,9997.98959828978,7691.2029099262945
2016,55 - 74 ára,60,heildartekjur,9997.98959828978,9063.504138349128
2016,55 - 74 ára,70,heildartekjur,9997.98959828978,10666.91467406911
2016,55 - 74 ára,80,heildartekjur,9997.98959828978,12804.316901183753
2016,55 - 74 ára,90,heildartekjur,9997.98959828978,16879.592201908043
2016,55 - 74 ára,99,heildartekjur,9997.98959828978,41829.34915924827
2017,55 - 74 ára,10,heildartekjur,10664.262628162918,4406.766726240868
2017,55 - 74 ára,20,heildartekjur,10664.262628162918,5330.7206973317025
2017,55 - 74 ára,30,heildartekjur,10664.262628162918,6065.652023955099
2017,55 - 74 ára,40,heildartekjur,10664.262628162918,6936.0025585551675
2017,55 - 74 ára,50,heildartekjur,10664.262628162918,8057.442874611983
2017,55 - 74 ára,60,heildartekjur,10664.262628162918,9472.291474618254
2017,55 - 74 ára,70,heildartekjur,10664.262628162918,11153.746640328598
2017,55 - 74 ára,80,heildartekjur,10664.262628162918,13430.482074436395
2017,55 - 74 ára,90,heildartekjur,10664.262628162918,17574.874085222462
2017,55 - 74 ára,99,heildartekjur,10664.262628162918,45349.91788793779
2018,55 - 74 ára,10,heildartekjur,10655.097496030292,4510.145059240259
2018,55 - 74 ára,20,heildartekjur,10655.097496030292,5452.5634298277755
2018,55 - 74 ára,30,heildartekjur,10655.097496030292,6220.510760962502
2018,55 - 74 ára,40,heildartekjur,10655.097496030292,7124.463075607671
2018,55 - 74 ára,50,heildartekjur,10655.097496030292,8279.818541590326
2018,55 - 74 ára,60,heildartekjur,10655.097496030292,9712.679125442775
2018,55 - 74 ára,70,heildartekjur,10655.097496030292,11427.166190301697
2018,55 - 74 ára,80,heildartekjur,10655.097496030292,13720.017882008062
2018,55 - 74 ára,90,heildartekjur,10655.097496030292,17863.36162208379
2018,55 - 74 ára,99,heildartekjur,10655.097496030292,44020.27966288018
2019,55 - 74 ára,10,heildartekjur,10709.713980827715,4596.735660803528
2019,55 - 74 ára,20,heildartekjur,10709.713980827715,5526.217748294116
2019,55 - 74 ára,30,heildartekjur,10709.713980827715,6307.676146098255
2019,55 - 74 ára,40,heildartekjur,10709.713980827715,7193.151190709089
2019,55 - 74 ára,50,heildartekjur,10709.713980827715,8341.334945844521
2019,55 - 74 ára,60,heildartekjur,10709.713980827715,9765.562879043873
2019,55 - 74 ára,70,heildartekjur,10709.713980827715,11460.500803291417
2019,55 - 74 ára,80,heildartekjur,10709.713980827715,13768.87023434767
2019,55 - 74 ára,90,heildartekjur,10709.713980827715,17853.52394164132
2019,55 - 74 ára,99,heildartekjur,10709.713980827715,43277.59280535448
2020,55 - 74 ára,10,heildartekjur,10746.81442027231,4617.447653304742
2020,55 - 74 ára,20,heildartekjur,10746.81442027231,5531.601148272403
2020,55 - 74 ára,30,heildartekjur,10746.81442027231,6322.570838953642
2020,55 - 74 ára,40,heildartekjur,10746.81442027231,7179.670782462329
2020,55 - 74 ára,50,heildartekjur,10746.81442027231,8305.18175215301
2020,55 - 74 ára,60,heildartekjur,10746.81442027231,9734.113881875512
2020,55 - 74 ára,70,heildartekjur,10746.81442027231,11471.653858126101
2020,55 - 74 ára,80,heildartekjur,10746.81442027231,13770.652647597964
2020,55 - 74 ára,90,heildartekjur,10746.81442027231,17805.894741696353
2020,55 - 74 ára,99,heildartekjur,10746.81442027231,42589.17949250049
2021,55 - 74 ára,10,heildartekjur,11449.067090535797,4697.8171622844775
2021,55 - 74 ára,20,heildartekjur,11449.067090535797,5600.3840430933615
2021,55 - 74 ára,30,heildartekjur,11449.067090535797,6396.182352032143
2021,55 - 74 ára,40,heildartekjur,11449.067090535797,7280.1268075148455
2021,55 - 74 ára,50,heildartekjur,11449.067090535797,8418.577742455349
2021,55 - 74 ára,60,heildartekjur,11449.067090535797,9868.64392785394
2021,55 - 74 ára,70,heildartekjur,11449.067090535797,11640.257323884583
2021,55 - 74 ára,80,heildartekjur,11449.067090535797,14028.893745722673
2021,55 - 74 ára,90,heildartekjur,11449.067090535797,18324.46652096165
2021,55 - 74 ára,99,heildartekjur,11449.067090535797,49158.23688102965
2022,55 - 74 ára,10,heildartekjur,11475.98613998614,4715.562023562024
2022,55 - 74 ára,20,heildartekjur,11475.98613998614,5652.026334026334
2022,55 - 74 ára,30,heildartekjur,11475.98613998614,6445.212751212751
2022,55 - 74 ára,40,heildartekjur,11475.98613998614,7373.653499653499
2022,55 - 74 ára,50,heildartekjur,11475.98613998614,8587.503811503811
2022,55 - 74 ára,60,heildartekjur,11475.98613998614,10055.81566181566
2022,55 - 74 ára,70,heildartekjur,11475.98613998614,11746.494802494803
